name,price,rating,image_url,image_path,category,source
"Logitech G102 Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons Light Weight Black",999,3.71,https://f.nooncdn.com/p/pnsku/N28863701A/45/_/1767607881/e2b34618-9869-494a-b1ba-22a1897df09d.jpg?width=800,product_images/Logitech G102 Light Sync Gaming Mouse with Customi.jpg,gaming & consoles,Noon
onikuma X31 Wired Gaming Headphone with RGB Colorful Lighting Surround Sound Wired Headset for PC Gamers,475,4.393,https://f.nooncdn.com/p/f6159fb546225540ad6a8eed56e12ba3|pzsku/Z5ECA142254D7FC0A32F3Z/45/1771154460/f6fca65d-ce88-4f7b-a5a0-270c33add1fe.jpg?width=800,product_images/onikuma X31 Wired Gaming Headphone with RGB Colorf.jpg,gaming & consoles,Noon
T-DAGGER TGK313 BORA Gaming Mechanical Keyboard with LED Lighting Rainbow - Blue Switch,875,4.8161,https://f.nooncdn.com/p/pzsku/ZB1A285F7DFC5C7104C1FZ/45/_/1677407933/c42581d1-0f04-4962-bc78-f3bcab7efbec.jpg?width=800,product_images/TDAGGER TGK313 BORA Gaming Mechanical Keyboard wit.jpg,gaming & consoles,Noon
"Onikuma X31 RGB Wired Gaming Headset with Noise Cancelling Microphone Nintendo Switch, Xbox One, PS4, PS5, Bass Surround and Noise Cancelling with Flexible Mic, RGB Headphones for Laptop PC iPad Smartphones",440,4.1130,https://f.nooncdn.com/p/pzsku/Z745EC4657D1E920EB558Z/45/1761135844/2c1ab624-a776-472f-aa65-368c4d69ce4e.jpg?width=800,product_images/Onikuma X31 RGB Wired Gaming Headset with Noise Ca.jpg,gaming & consoles,Noon
AULA S20 Usb Wired Gaming Mouse |Programmable |Optical Ergonomic Mouse |With Breathing Led Lights | For Pc Laptop,225,4.2982,https://f.nooncdn.com/p/pnsku/N49539104A/45/_/1697541440/5e05e16d-87e6-4012-8815-edcbf1d9f7b8.jpg?width=800,product_images/AULA S20 Usb Wired Gaming Mouse Programmable Optic.jpg,gaming & consoles,Noon
"Redragon H270 RGB Gaming Headset with Microphone, Wired, Compatible with Xbox One, Nintendo Switch, PS4, PS5, PC, Laptops and Nintendo Switch (Black)",980,4.351,https://f.nooncdn.com/p/v1643545636/N52510391A_1.jpg?width=800,product_images/Redragon H270 RGB Gaming Headset with Microphone W.jpg,gaming & consoles,Noon
"FIFINE K688CT Dynamic Podcast Microphone XLR/USB Kit with Boom Arm Stand for Vocal Voice-Over Streaming, Studio Metal Mic with Mic Mute, Headphone Jack, Monitoring Volume Control, Windscreen","4,599",0.0,https://f.nooncdn.com/p/pzsku/ZDFD6ECEDED385CC04CA5Z/45/_/1774902643/aacdf782-3ecb-4465-97e0-3e5aeb0d939b.jpg?width=800,product_images/FIFINE K688CT Dynamic Podcast Microphone XLRUSB Ki.jpg,gaming & consoles,Noon
"Logitech G502 Hero High Performance Wired Gaming Mouse, Hero 25K Sensor, 25,600 Dpi, Rgb, Adjustable Weights, 11 Programmable Buttons, On-Board Memory, Pc/Mac - Black","2,400",4.22,https://f.nooncdn.com/p/pnsku/N21961435A/45/_/1767607792/6320d274-c154-4f0e-87b7-c8993a898fdb.jpg?width=800,product_images/Logitech G502 Hero High Performance Wired Gaming M.jpg,gaming & consoles,Noon
"Hiper M021 USB Condenser Gaming Microphone with 3.5 mm Headphone Jack , Micro Gamer for Podcast Streaming Youtube Conference, USB Compatible with PC, Laptop, PS4/5",799,4.325,https://f.nooncdn.com/p/pzsku/Z423B16AC2C782974EED3Z/45/1767809322/a09d034c-59b8-4922-aebb-0705e7cfdb09.jpg?width=800,product_images/Hiper M021 USB Condenser Gaming Microphone with 35.jpg,gaming & consoles,Noon
"REDRAGON FIZZ K617 60% Mechanical Keyboard, Red Key Switches, Hot-Swappable, Detachable Type-C Cable, Pro Software Customizable RGB, Full Rollover 61-Keys, White/Gray | K617-RGB","1,499",4.6289,https://f.nooncdn.com/p/pnsku/N52734335A/45/_/1764242053/aec7af20-1404-4be1-bf56-67f2c835a6fe.jpg?width=800,product_images/REDRAGON FIZZ K617 60 Mechanical Keyboard Red Key .jpg,gaming & consoles,Noon
REDRAGON K552 Rainbow Gaming Mechanical Keyboard - Outemu Red Switch - METAL ABS CONSTRUCTION,"1,449",4.7175,https://f.nooncdn.com/p/pnsku/N43973446A/45/_/1764173753/855f4ef2-7a78-4acb-b437-275b0450f101.jpg?width=800,product_images/REDRAGON K552 Rainbow Gaming Mechanical Keyboard  .jpg,gaming & consoles,Noon
KOTION EACH G9000 Pro Gaming Wired Headset 3.5mm Stereo Jack With Mic LED Light For Xbox One S/Xbox one/PS4/Tablet/Laptop/Cell Phone,650,4.12,https://f.nooncdn.com/p/v1667311903/N22849306A_1.jpg?width=800,product_images/KOTION EACH G9000 Pro Gaming Wired Headset 35mm St.jpg,gaming & consoles,Noon
"X-SCOOT XS-650 High Resolution Stereo Bass Headphones with HD Noise Reduction Mic, Extended Playtime, Extra Soft Cushions, TF Card Support, AUX-In, Type-C Charging and Voice Assistant Compatibility , Foldable Design for Music & Hands Free Calls - Black",590,4.813,https://f.nooncdn.com/p/pzsku/Z9C315ACFEC7E4B2DCF5DZ/45/1763311164/52f70d19-0d3b-499a-b5c1-1e619682b806.jpg?width=800,product_images/XSCOOT XS650 High Resolution Stereo Bass Headphone.jpg,gaming & consoles,Noon
"X-SCOOT XS-651 Stereo Bass Headphones with Hi-Res Audio, Simple Folding Design, Extra-Soft Cushions, Voice Assistant Ready, 3.5mm AUX-In, Hands-Free Calls , Lightweight and Easy to Carry - Black",495,3.711,https://f.nooncdn.com/p/pzsku/Z37ED1DEF07F64987C13AZ/45/1763381309/095fd084-5d46-4326-a116-4afdcd8799d3.jpg?width=800,product_images/XSCOOT XS651 Stereo Bass Headphones with HiRes Aud.jpg,gaming & consoles,Noon
KZ ZSN Pro X In-Ear Earphones,"1,399",3.49,https://f.nooncdn.com/p/v1608161415/N43101207A_1.jpg?width=800,product_images/KZ ZSN Pro X InEar Earphones.jpg,gaming & consoles,Noon
XTRIKE ME XMC-03 USB RGB Gaming Streaming Microphone Live Streaming Desktop Omnidirectional mic - 12 RGB Lighting Modes - 360 Degree rotatable body - Shielded Cable For PC,599,3.981,https://f.nooncdn.com/p/pzsku/Z37D03A5CB6C076D00FC8Z/45/1767808672/37794f19-b67a-4e6e-95f1-8601f8647b74.jpg?width=800,product_images/XTRIKE ME XMC03 USB RGB Gaming Streaming Microphon.jpg,gaming & consoles,Noon
"havit H2002D Black Gaming Headset, 53mm Drivers, 3.5mm Wired Connection, Detachable Omnidirectional Mic, Adjustable Headband & Protein Leather Earmuffs, 20Hz-20kHz Frequency Response, 2.0m Cable, Compatible with PC, Laptop, PS4, PS5, Xbox & Mobile","1,790",4.564,No Image,No Image,gaming & consoles,Noon
"REDRAGON M711 Cobra Gaming Mouse with 16.8 Million RGB Color Backlit, 12,400 DPI Adjustable, Comfortable Grip, 8 Programmable Buttons, Black",900,4.6304,No Image,No Image,gaming & consoles,Noon
"REDRAGON K1NG M724 Wired Gaming Mouse, 42G Ultra-Light 12,400 Max DPI Optical Gaming Mouse with 5 Programmable Buttons, Ergonomic Natural Grip Build, Software Supports DIY Keybinds & DPI, Black",999,4.766,No Image,No Image,gaming & consoles,Noon
"X-SCOOT XS-652 Foldable Stereo Headphones with Pure Sound 40mm Drivers, Extended Battery Life, HD Mic, Voice Assistant Support, TF Card & 3.5mm AUX-In , Comfortable Cushions for Everyday Use - Black",595,3.928,No Image,No Image,gaming & consoles,Noon
Forev FV-Q1S Rainbow Wired Gaming Keyboard English & Arabic,325,2.828,No Image,No Image,gaming & consoles,Noon
"Beexcellent GM5 Gaming Headset, 7.1 Surround Sound PS4 Headset with Microphone, For Games, PC Headphones, Heavy Bass, Telescopic, Noise Isolation, Wired, FPS Compatible, LED Light",499,4.031,No Image,No Image,gaming & consoles,Noon
"X-SCOOT XS-653 Foldable Stereo Headphones with Pure Bass Sound, Hi-Res Audio, HD Mic, Extra-Soft Cushions, TF Card Support & 3.5mm AUX-In , Comfortable Over Ear Design for Music, Calls & Daily Use - Black",575,3.835,No Image,No Image,gaming & consoles,Noon
"REDRAGON H848 Bluetooth Wireless Gaming Headset - Lightweight  - 40MM Drivers - Detachable Microphone - Multi Platforms for PC, PS5/4/3, NS, Mobile","2,650",3.866,No Image,No Image,gaming & consoles,Noon
FINEC Textured Gaming Mouse Pad,38,4.42,No Image,No Image,gaming & consoles,Noon
T-DAGGER TGK313 BORA Gaming Mechanical Keyboard with LED Lighting Rainbow Brown Switch,975,4.721,No Image,No Image,gaming & consoles,Noon
"onikuma K8 RGB Gaming Headset  7.1 Surround Sound Noise Canceling Mic ,PC , PS4-3 , Mobile And Xbox",843,4.12,No Image,No Image,gaming & consoles,Noon
"X-SCOOT XS-655 Wireless Bluetooth Headphones, 40mm Deep Bass Drivers, Hands-Free Calls, TF Card & 3.5mm AUX, Extra Soft Cushions, 24H Playtime, USB-C Charging",595,4.512,No Image,No Image,gaming & consoles,Noon
"MSI H991 Wired Gaming Headset, Built-in Mic, Noise Cancellation, In-line Control, Ergo Design, Adjustable Headband for PC, PS4, PS5, Xbox One, Switch, Notebook/Mobile",699,3.810,No Image,No Image,gaming & consoles,Noon
"Logitech G102 Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8 k dpi Tracking,16.8mn Color, Light Weight (White)","1,100",3.5568,No Image,No Image,gaming & consoles,Noon
"REDRAGON K1NG M724 Wired Gaming Mouse, 42G Ultra-Light 12,400 Max DPI Optical Gaming Mouse with 5 Programmable Buttons, Ergonomic Natural Grip Build, Software Supports DIY Keybinds & DPI, White",999,4.761,No Image,No Image,gaming & consoles,Noon
"Maono AU-A04 USB Microphone, MAONO  Plug & Play PC Computer Podcast Condenser Cardioid Metal Mic Kit with Professional Sound Chipset for Recording, Gaming, Singing, YouTube","2,199",4.324,No Image,No Image,gaming & consoles,Noon
"RUNMUS K2 Wired Gaming Headset, Green LED Lights with Mic",450,3.219,No Image,No Image,gaming & consoles,Noon
"FIFINE A8 Gaming Condenser RGB Microphone, USB PC Mic for Streaming, Podcasts, Recording, with Control, Mute Touch, Headphone Jack, Pop Filter","2,799",0.0,No Image,No Image,gaming & consoles,Noon
"X-SCOOT Wireless Foldable Headphones with Pure Bass Sound, Double Bass Effect, 24 Hours Playtime, Voice Assistant Ready, Hi-Res Audio, HD Mic for Hands Free Calls, TF Card Support & Ergonomic Comfortable - Black",585,4.026,No Image,No Image,gaming & consoles,Noon
"Razer DeathAdder Essential Gaming Mouse – 6400 DPI Optical Sensor, Ergonomic Right-Handed Design, 5 Programmable Buttons, Razer Mechanical Switches, Wired, Green LED, Durable 10M Clicks, Black | RZ01-03850100-R3M1","1,199",3.81,No Image,No Image,gaming & consoles,Noon
"REDRAGON H260 HYLAS RGB Gaming Headset-With Microphone,Wired,Compatible With Xbox One,Nintendo Switch,PS4,PS5,PCS,LAPTOPS",975,4.360,No Image,No Image,gaming & consoles,Noon
"REDRAGON H260 RGB Gaming Headset with Microphone, Wired, Compatible with Xbox One, Nintendo Switch, PS4, PS5, PCs, Laptops and Nintendo Switch",910,4.251,No Image,No Image,gaming & consoles,Noon
"X-SCOOT XS-650 High Resolution Stereo Bass Headphones with HD Noise isolation Mic, Extended Playtime, Extra Soft Cushions, TF Card Support, AUX-In, Type-C Charging and Voice Assistant Compatibility , Foldable Design for Music & Hands Free Calls - Grey",595,3.54,No Image,No Image,gaming & consoles,Noon
"FIFINE K688 Dynamic Podcast Microphone XLR/USB for Vocal Voice-Over Streaming, Studio Metal Mic with Mic Mute, Headphone Jack, Monitoring Volume Control, Windscreen","3,999",4.015,No Image,No Image,gaming & consoles,Noon
onikuma X80 Abyss Mirror Wired RGB Gaming Headphone with Microphone,825,3.719,No Image,No Image,gaming & consoles,Noon
"Logitech H390 Wired Headset, Stereo Headphones With Noise-Cancelling Microphone, USB, In-Line Controls, PC/Mac/Laptop Black","1,380",5.04,No Image,No Image,gaming & consoles,Noon
"T-DAGGER Arena TGK321 Mechanical Gaming Keyboard with 60% key travel, 61 keys with red switches and rainbow RGB backlighting, compact wired keyboard with USB Type-C port, double-layer keycaps, floating key design, durability up to 50 million keystrokes, black color.",795,0.0,No Image,No Image,gaming & consoles,Noon
HyperX Cloud III  Wired Gaming Headset,"4,399",4.129,No Image,No Image,gaming & consoles,Noon
"Maono PD100X XLR/USB Gaming Microphone with Software, Dynamic PC Microphone with RGB for Streaming Podcast Vocal Recording, Computer Mic with Noise Cancellation, Mute Button, Gain Knob, Desktop Stand","2,065",3.812,No Image,No Image,gaming & consoles,Noon
"REDRAGON ZEUS 2, Wired headset, with Adapter, 7.1 Surround, 53mm Drivers, 110±3dB Sensitivity, Detachable Mic, Adjustable Headband With Lightweight Durable Made Steel Frame, Black | ZEUS 2 H510-1","2,250",4.4175,No Image,No Image,gaming & consoles,Noon
"X-SCOOT XS-653 Foldable Stereo Headphones with Pure Bass Sound, Hi-Res Audio, HD Mic, Extra-Soft Cushions, TF Card Support & 3.5mm AUX-In , Comfortable Over Ear Design for Music, Calls & Daily Use - Beige",545,3.47,No Image,No Image,gaming & consoles,Noon
"Logitech H340 USB Headset, Plug And Play, Noise Cancelling Microphone, USB Type A, Adjustable Headband - Black","1,000",4.2150,No Image,No Image,gaming & consoles,Noon
"REDRAGON H510-RGB Zeus X Wired Gaming Headset, Ergonomic Design, 7.1 Surround Sound, 53mm Drive, Detachable Microphone & RGB Lights, 3.5mm Cable, USB Control Box & 3.5mm Jack Input, Black | H510-RGB","2,410",4.3111,No Image,No Image,gaming & consoles,Noon
